Area,Theme,UNHCR Outcome Area,Core Indicator,Data collection date,Indicator,Value,Population group,Geographical Scope,Comment,Source,Publication,Publication link,Data source,Methodology available,Available questionnaire,Methodology overview,Limitations,Microdata link
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who are planning to return to Ukraine in the next 3 months that plan to resettle in an oblast different from their place of origin,4,Refugees,Spain,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 489 households; face-to-face and phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who are planning to return to Ukraine in the next 3 months that plan to resettle in an oblast different from their place of origin,10,Refugees,Europe,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 4814 households; phone and web-based surveys; mixed sampling desing (stratified random sampling from proGres list + self-recruitment based on Ipsos' online panels + face-to-face location-based survey),Potential sampling bias due to mixed sampling strategies and data collection modes,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who rated security as highly important factor in their decision to return to Ukraine,88,Refugees,Czech Republic,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,"Total sample size: 719 households; face-to-face, phone and web-based surveys; self-recruitment based on Ipsos' online panels",Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who rated security as highly important factor in their decision to return to Ukraine,90,Refugees,Germany,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 258 households; phone and web-based surveys; self-recruitment based on Ipsos' online panels,Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who rated security as highly important factor in their decision to return to Ukraine,93,Refugees,Poland,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 710 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who rated security as highly important factor in their decision to return to Ukraine,93,Refugees,Moldova,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 434 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who rated security as highly important factor in their decision to return to Ukraine,97,Refugees,Romania,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 421 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who rated security as highly important factor in their decision to return to Ukraine,90,Refugees,Slovakia,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 414 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who rated security as highly important factor in their decision to return to Ukraine,85,Refugees,Belgium,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 300 households; phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who rated security as highly important factor in their decision to return to Ukraine,91,Refugees,Spain,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 489 households; face-to-face and phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,% of respondents who rated security as highly important factor in their decision to return to Ukraine,91,Refugees,Europe,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 4814 households; phone and web-based surveys; mixed sampling desing (stratified random sampling from proGres list + self-recruitment based on Ipsos' online panels + face-to-face location-based survey),Potential sampling bias due to mixed sampling strategies and data collection modes,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who are planning to return to Ukraine in the next 3 months that indicated ""go back home"" as one of the main reasons",36,Refugees,Czech Republic,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,"Total sample size: 719 households; face-to-face, phone and web-based surveys; self-recruitment based on Ipsos' online panels",Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who are planning to return to Ukraine in the next 3 months that indicated ""go back to cultural environment"" as one of the main reasons",55,Refugees,Germany,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 258 households; phone and web-based surveys; self-recruitment based on Ipsos' online panels,Potential sampling bias due to non-probabilistic household selection and data collection mode,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who are planning to return to Ukraine in the next 3 months that indicated ""go back home"" as one of the main reasons",46,Refugees,Poland,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 710 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who are planning to return to Ukraine in the next 3 months that indicated ""go back to cultural environment"" as one of the main reasons",23,Refugees,Moldova,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 434 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who are planning to return to Ukraine in the next 3 months that indicated ""go back to cultural environment"" as one of the main reasons",11,Refugees,Romania,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 421 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who are planning to return to Ukraine in the next 3 months that indicated ""go back to cultural environment"" as one of the main reasons",16,Refugees,Slovakia,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 414 households; phone and web-based surveys; stratified random sampling from proGres list,Sample only representative of refugees enrolled for cash-assistance,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who are planning to return to Ukraine in the next 3 months that indicated ""go back home"" as one of the main reasons",50,Refugees,Belgium,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 300 households; phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who are planning to return to Ukraine in the next 3 months that indicated ""go back home"" as one of the main reasons",57,Refugees,Spain,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 489 households; face-to-face and phone-based surveys; stratified random sampling from proGres list,,https://microdata.unhcr.org/index.php/catalog/783
3.4 Securing solutions,Intentions,14. Voluntary repatriation and sustainable reintegration,,Aug - Sep 2022,"% of respondents who are planning to return to Ukraine in the next 3 months that indicated ""go back home"" as one of the main reasons",49,Refugees,Europe,,UNHCR,Regional Intentions Survey 2nd Round,https://data.unhcr.org/en/documents/details/95767,Survey,yes,yes,Total sample size: 4814 households; phone and web-based surveys; mixed sampling desing (stratified random sampling from proGres list + self-recruitment based on Ipsos' online panels + face-to-face location-based survey),Potential sampling bias due to mixed sampling strategies and data collection modes,https://microdata.unhcr.org/index.php/catalog/783
